time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,date,precipAccumulation
1312261200,Rain overnight.,rain,1312281991,1312333774,0.12,0.0144,0.2818,1312344000.0,1.0,rain,93.04,1312318800,73.95,1312344000,104.9,1312315200,75.37,1312344000,73.96,0.71,1008.83,5.06,15.97,1312326000,203,0.78,6,1312304400,8.812,73.95,1312344000,93.04,1312318800,75.37,1312344000,104.9,1312315200,2011-08-02,
1312347600,Humid and partly cloudy throughout the day.,rain,1312368452,1312420105,0.16,0.001,0.0228,1312347600.0,0.68,rain,83.75,1312401600,69.69,1312448400,86.9,1312398000,70.41,1312448400,69.08,0.76,1008.16,5.12,14.61,1312398000,4,0.55,8,1312398000,9.654,73.73,1312430400,83.75,1312401600,74.27,1312430400,86.9,1312398000,2011-08-03,
1312434000,Mostly cloudy throughout the day.,partly-cloudy-day,1312454914,1312506435,0.2,0.0,0.0,,0.0,,81.51,1312488000,69.05,1312542000,84.12,1312488000,69.89,1312542000,66.65,0.75,1013.95,3.66,9.28,1312491600,40,0.42,6,1312480800,9.987,69.69,1312448400,81.51,1312488000,70.41,1312448400,84.12,1312488000,2011-08-04,
1312520400,Possible drizzle in the morning.,partly-cloudy-day,1312541375,1312592763,0.24,0.0,0.0,,0.0,,82.32,1312567200,74.09,1312635600,85.72,1312581600,75.54,1312635600,68.58,0.77,1013.6,2.52,7.11,1312574400,54,0.56,6,1312570800,9.738,69.05,1312542000,82.32,1312567200,69.89,1312542000,85.72,1312581600,2011-08-05,
1312606800,Possible drizzle in the morning.,rain,1312627837,1312679090,0.27,0.0018,0.0112,1312632000.0,0.49,rain,81.92,1312664400,72.49,1312707600,86.83,1312657200,73.6,1312707600,71.58,0.82,1009.81,1.83,5.85,1312660800,24,0.76,6,1312650000,7.919,74.09,1312635600,81.92,1312664400,75.54,1312635600,86.83,1312657200,2011-08-06,
1312693200,Rain until evening.,rain,1312714299,1312765415,0.31,0.0182,0.1645,1312732800.0,0.91,rain,87.42,1312750800,69.67,1312801200,93.44,1312747200,70.55,1312801200,69.7,0.81,1007.15,3.0,14.1,1312758000,252,0.48,7,1312740000,8.769,72.04,1312776000,87.42,1312750800,73.24,1312776000,93.44,1312747200,2011-08-07,
1312779600,Rain in the evening and overnight.,rain,1312800762,1312851739,0.34,0.0147,0.1134,1312844400.0,1.0,rain,79.81,1312830000,65.98,1312887600,82.34,1312830000,66.58,1312887600,68.06,0.84,1006.61,2.65,6.87,1312833600,47,0.68,6,1312826400,8.905,69.67,1312801200,79.81,1312830000,70.55,1312801200,82.34,1312830000,2011-08-08,
1312866000,Partly cloudy throughout the day.,rain,1312887224,1312938062,0.38,0.0004,0.0083,1312866000.0,0.71,rain,80.73,1312912800,62.88,1312974000,82.31,1312909200,62.88,1312974000,62.85,0.71,1004.34,5.66,19.21,1312916400,274,0.27,8,1312909200,8.455,65.98,1312887600,80.73,1312912800,66.58,1312887600,82.31,1312909200,2011-08-09,
1312952400,Partly cloudy throughout the day.,partly-cloudy-day,1312973687,1313024383,0.41,0.0,0.0,,0.0,,76.02,1313010000,59.31,1313060400,76.02,1313010000,59.31,1313060400,55.76,0.62,1009.75,4.61,13.58,1312995600,330,0.37,7,1312995600,9.998,62.88,1312974000,76.02,1313010000,62.88,1312974000,76.02,1313010000,2011-08-10,
1313038800,Partly cloudy throughout the day.,clear-day,1313060149,1313110703,0.44,0.0,0.0,,0.0,,79.9,1313100000,62.16,1313146800,79.9,1313100000,62.16,1313146800,55.43,0.6,1014.26,2.22,7.46,1313096400,198,0.11,8,1313085600,9.997,59.31,1313060400,79.9,1313100000,59.31,1313060400,79.9,1313100000,2011-08-11,
1313125200,Mostly cloudy throughout the day.,partly-cloudy-day,1313146612,1313197022,0.48,0.0,0.0,,0.0,,81.24,1313179200,69.69,1313236800,81.7,1313179200,69.9,1313233200,58.82,0.63,1014.4,4.72,14.14,1313179200,187,0.49,6,1313172000,9.997,62.16,1313146800,81.24,1313179200,62.16,1313146800,81.7,1313179200,2011-08-12,
1313211600,Rain starting in the afternoon.,rain,1313233075,1313283340,0.51,0.0138,0.1337,1313265600.0,0.88,rain,83.23,1313258400,65.53,1313323200,85.46,1313258400,65.79,1313323200,63.87,0.76,1011.16,3.8,11.16,1313254800,229,0.74,6,1313254800,9.666,66.97,1313294400,83.23,1313258400,67.66,1313287200,85.46,1313258400,2011-08-13,
1313298000,Mostly cloudy throughout the day.,rain,1313319538,1313369656,0.54,0.0002,0.0036,1313298000.0,0.4,rain,74.06,1313355600,59.41,1313406000,74.22,1313355600,59.41,1313406000,61.36,0.78,1013.62,8.18,18.96,1313352000,358,0.54,5,1313348400,9.998,65.53,1313323200,74.06,1313355600,65.79,1313323200,74.22,1313355600,2011-08-14,
1313384400,Partly cloudy throughout the day.,partly-cloudy-day,1313406000,1313455972,0.57,0.0,0.0,,0.0,,79.74,1313442000,61.96,1313492400,79.74,1313442000,61.96,1313492400,57.31,0.66,1015.18,2.58,9.55,1313424000,7,0.28,7,1313431200,9.997,59.41,1313406000,79.74,1313442000,59.41,1313406000,79.74,1313442000,2011-08-15,
1313470800,Partly cloudy throughout the day.,partly-cloudy-day,1313492463,1313542286,0.6,0.0,0.0,,0.0,,82.96,1313528400,64.98,1313575200,82.96,1313528400,64.98,1313575200,58.77,0.63,1016.69,1.93,6.61,1313532000,165,0.19,7,1313517600,9.997,61.96,1313492400,82.96,1313528400,61.96,1313492400,82.96,1313528400,2011-08-16,
1313557200,Mostly cloudy throughout the day.,partly-cloudy-day,1313578926,1313628599,0.63,0.0,0.0,,0.0,,83.74,1313611200,69.74,1313665200,85.79,1313614800,70.23,1313665200,62.4,0.66,1017.01,2.83,10.09,1313604000,211,0.45,7,1313600400,9.997,64.98,1313575200,83.74,1313611200,64.98,1313575200,85.79,1313614800,2011-08-17,
1313643600,Partly cloudy throughout the day.,partly-cloudy-day,1313665389,1313714911,0.66,0.0,0.0,,0.0,,82.39,1313690400,66.15,1313751600,83.5,1313690400,66.19,1313751600,63.88,0.68,1014.48,2.51,7.25,1313701200,43,0.41,7,1313690400,9.473,69.74,1313665200,82.39,1313690400,70.23,1313665200,83.5,1313690400,2011-08-18,
1313730000,Partly cloudy throughout the day.,partly-cloudy-day,1313751852,1313801222,0.69,0.0,0.0,,0.0,,85.86,1313784000,72.45,1313838000,88.09,1313784000,73.29,1313838000,63.47,0.66,1011.9,2.17,6.67,1313776800,117,0.38,7,1313776800,9.998,66.15,1313751600,85.86,1313784000,66.19,1313751600,88.09,1313784000,2011-08-19,
1313816400,Rain in the morning and afternoon.,rain,1313838314,1313887532,0.72,0.0202,0.2347,1313859600.0,1.0,rain,77.44,1313877600,67.41,1313928000,78.42,1313877600,67.84,1313928000,67.91,0.83,1013.12,1.95,9.4,1313856000,180,0.75,5,1313866800,9.065,68.49,1313859600,77.44,1313877600,69.36,1313859600,78.42,1313877600,2011-08-20,
1313902800,Possible drizzle in the morning.,rain,1313924777,1313973841,0.75,0.0004,0.0047,1313917200.0,0.32,rain,79.64,1313960400,61.26,1314007200,79.64,1313960400,61.26,1314007200,60.4,0.67,1014.45,3.58,11.47,1313960400,332,0.53,8,1313949600,9.046,67.41,1313928000,79.64,1313960400,67.84,1313928000,79.64,1313960400,2011-08-21,
1313989200,Mostly cloudy throughout the day.,partly-cloudy-day,1314011240,1314060149,0.79,0.0,0.0,,0.0,,79.16,1314043200,65.33,1314097200,79.37,1314043200,65.45,1314097200,59.76,0.68,1016.83,2.08,7.74,1314050400,62,0.43,6,1314032400,9.998,61.26,1314007200,79.16,1314043200,61.26,1314007200,79.37,1314043200,2011-08-22,
1314075600,Rain until evening.,rain,1314097702,1314146456,0.82,0.0194,0.1723,1314118800.0,1.0,rain,72.86,1314140400,70.68,1314183600,73.6,1314140400,71.75,1314183600,63.4,0.82,1012.13,4.88,17.08,1314154800,196,0.56,5,1314126000,9.451,65.33,1314097200,72.86,1314140400,65.45,1314097200,73.6,1314140400,2011-08-23,
1314162000,Humid and partly cloudy throughout the day.,partly-cloudy-day,1314184165,1314232763,0.85,0.0,0.0,,0.0,,91.67,1314219600,65.52,1314270000,101.42,1314216000,65.52,1314270000,67.8,0.69,1005.02,5.99,15.48,1314226800,247,0.27,8,1314208800,9.554,70.68,1314183600,91.67,1314219600,71.75,1314183600,101.42,1314216000,2011-08-24,
1314248400,Partly cloudy throughout the day.,clear-day,1314270627,1314319068,0.89,0.0,0.0,,0.0,,78.7,1314302400,60.45,1314356400,78.93,1314302400,60.45,1314356400,59.07,0.64,1013.66,3.9,10.7,1314280800,354,0.05,7,1314295200,9.998,65.52,1314270000,78.7,1314302400,65.52,1314270000,78.93,1314302400,2011-08-25,
1314334800,Partly cloudy throughout the day.,partly-cloudy-day,1314357089,1314405373,0.92,0.0,0.0,,0.0,,81.63,1314385200,67.21,1314442800,81.73,1314385200,67.77,1314442800,59.98,0.7,1015.97,1.41,6.57,1314388800,59,0.24,7,1314381600,9.992,60.45,1314356400,81.63,1314385200,60.45,1314356400,81.73,1314385200,2011-08-26,
1314421200,Partly cloudy throughout the day.,partly-cloudy-day,1314443552,1314491676,0.96,0.0,0.0,,0.0,,79.67,1314468000,64.27,1314532800,82.46,1314468000,64.27,1314532800,63.67,0.73,1013.03,4.8,15.3,1314478800,6,0.26,5,1314468000,9.985,67.21,1314442800,79.67,1314468000,67.77,1314442800,82.46,1314468000,2011-08-27,
1314507600,Partly cloudy throughout the day.,partly-cloudy-day,1314530014,1314577979,1.0,0.0,0.0,,0.0,,74.5,1314561600,60.05,1314615600,74.5,1314561600,60.05,1314615600,57.17,0.65,1013.36,5.57,16.98,1314522000,13,0.4,7,1314550800,9.997,64.27,1314532800,74.5,1314561600,64.27,1314532800,74.5,1314561600,2011-08-28,
1314594000,Partly cloudy throughout the day.,partly-cloudy-day,1314616476,1314664282,0.04,0.0,0.0,,0.0,,77.56,1314655200,62.13,1314702000,77.56,1314655200,62.13,1314702000,57.49,0.67,1016.05,2.16,6.7,1314648000,45,0.27,6,1314640800,9.997,60.05,1314615600,77.56,1314655200,60.05,1314615600,77.56,1314655200,2011-08-29,
1314680400,Light rain overnight.,rain,1314702938,1314750583,0.08,0.0003,0.0033,1314763200.0,0.48,rain,77.42,1314738000,65.31,1314777600,77.42,1314738000,65.54,1314777600,56.89,0.63,1017.26,3.08,7.57,1314745200,152,0.75,5,1314727200,9.997,62.13,1314702000,77.42,1314738000,62.13,1314702000,77.42,1314738000,2011-08-30,
1314766800,Partly cloudy throughout the day.,rain,1314789399,1314836884,0.11,0.0021,0.0196,1314774000.0,0.96,rain,88.13,1314828000,72.96,1314878400,92.7,1314828000,73.95,1314878400,64.67,0.68,1014.64,4.22,13.31,1314810000,173,0.52,7,1314813600,9.901,65.31,1314777600,88.13,1314828000,65.54,1314777600,92.7,1314828000,2011-08-31,
1314853200,Humid throughout the day.,partly-cloudy-day,1314875861,1314923184,0.15,0.0,0.0,,0.0,,94.32,1314910800,79.0,1314964800,105.29,1314907200,79.82,1314964800,71.42,0.68,1012.92,2.79,10.38,1314907200,203,0.19,8,1314900000,9.736,72.96,1314878400,94.32,1314910800,73.95,1314878400,105.29,1314907200,2011-09-01,
1314939600,Humid and partly cloudy throughout the day.,partly-cloudy-day,1314962323,1315009484,0.19,0.0,0.0,,0.0,,92.71,1314993600,74.67,1315047600,100.53,1314993600,75.44,1315047600,70.14,0.62,1011.83,3.93,11.67,1314979200,216,0.34,6,1314986400,9.572,79.0,1314964800,92.71,1314993600,79.82,1314964800,100.53,1314993600,2011-09-02,
1315026000,Rain starting in the afternoon.,rain,1315048784,1315095783,0.23,0.01,0.1075,1315083600.0,0.91,rain,86.24,1315076400,65.21,1315141200,90.21,1315076400,65.21,1315141200,69.23,0.77,1011.49,2.28,12.18,1315080000,334,0.48,7,1315069200,9.204,71.05,1315108800,86.24,1315076400,72.11,1315108800,90.21,1315076400,2011-09-03,
1315112400,Mostly cloudy throughout the day.,rain,1315135246,1315182082,0.26,0.0004,0.0034,1315112400.0,0.4,rain,72.6,1315166400,54.49,1315224000,72.6,1315166400,54.49,1315224000,57.7,0.7,1012.98,4.88,15.64,1315173600,314,0.67,6,1315155600,9.79,63.13,1315195200,72.6,1315166400,63.13,1315195200,72.6,1315166400,2011-09-04,
1315198800,Mostly cloudy throughout the day.,partly-cloudy-day,1315221707,1315268380,0.3,0.0004,0.004,1315202400.0,0.21,rain,63.78,1315245600,55.52,1315306800,63.78,1315245600,55.52,1315306800,48.16,0.66,1018.74,8.55,22.08,1315242000,4,0.54,5,1315238400,9.998,54.49,1315224000,63.78,1315245600,54.49,1315224000,63.78,1315245600,2011-09-05,
1315285200,Partly cloudy throughout the day.,partly-cloudy-day,1315308169,1315354677,0.33,0.0,0.0,,0.0,,65.32,1315335600,56.73,1315393200,65.32,1315335600,56.73,1315393200,47.43,0.62,1021.18,6.76,17.43,1315342800,34,0.51,6,1315335600,9.998,55.52,1315306800,65.32,1315335600,55.52,1315306800,65.32,1315335600,2011-09-06,
1315371600,Partly cloudy throughout the day.,partly-cloudy-day,1315394630,1315440974,0.36,0.0,0.0,,0.0,,68.39,1315425600,62.65,1315479600,68.39,1315425600,62.65,1315479600,48.7,0.6,1021.0,7.24,18.31,1315411200,19,0.32,6,1315414800,9.997,56.73,1315393200,68.39,1315425600,56.73,1315393200,68.39,1315425600,2011-09-07,
1315458000,"Possible light rain until morning, starting again in the evening.",rain,1315481091,1315527271,0.4,0.0015,0.0163,1315533600.0,0.64,rain,71.79,1315504800,64.01,1315533600,71.79,1315504800,64.01,1315533600,54.58,0.67,1017.74,7.69,20.45,1315504800,21,0.82,5,1315501200,9.553,62.65,1315479600,71.79,1315504800,62.65,1315479600,71.79,1315504800,2011-09-08,
1315544400,"Possible drizzle until morning, starting again in the evening.",rain,1315567552,1315613567,0.43,0.0009,0.0038,1315587600.0,0.34,rain,70.27,1315598400,59.54,1315652400,70.65,1315598400,59.56,1315652400,61.7,0.85,1014.24,4.19,9.74,1315602000,44,0.95,4,1315591200,9.047,65.0,1315544400,70.27,1315598400,65.05,1315569600,70.65,1315598400,2011-09-09,
1315630800,Mostly cloudy throughout the day.,partly-cloudy-day,1315654013,1315699863,0.46,0.0,0.0003,1315656000.0,0.1,,74.42,1315692000,60.04,1315742400,74.44,1315692000,60.04,1315742400,60.47,0.8,1015.91,0.88,4.84,1315677600,131,0.56,5,1315677600,8.067,59.54,1315652400,74.42,1315692000,59.56,1315652400,74.44,1315692000,2011-09-10,
1315717200,Partly cloudy throughout the day.,partly-cloudy-day,1315740474,1315786159,0.49,0.0,0.0,,0.0,,82.34,1315774800,63.99,1315825200,82.68,1315774800,63.99,1315825200,59.81,0.7,1015.74,1.98,10.35,1315778400,255,0.3,6,1315764000,8.486,60.04,1315742400,82.34,1315774800,60.04,1315742400,82.68,1315774800,2011-09-11,
1315803600,Partly cloudy throughout the day.,partly-cloudy-day,1315826936,1315872454,0.52,0.0,0.0,,0.0,,85.44,1315861200,66.66,1315915200,85.61,1315854000,66.66,1315915200,60.38,0.63,1013.5,4.59,15.87,1315861200,227,0.28,6,1315850400,9.977,63.99,1315825200,85.44,1315861200,63.99,1315825200,85.61,1315854000,2011-09-12,
1315890000,Partly cloudy throughout the day.,clear-day,1315913397,1315958749,0.55,0.0,0.0,,0.0,,72.91,1315940400,55.15,1315998000,72.91,1315940400,55.15,1315998000,56.1,0.65,1011.84,4.9,13.64,1315940400,315,0.08,6,1315936800,8.439,60.17,1315972800,74.41,1315890000,60.17,1315972800,74.41,1315890000,2011-09-13,
1315976400,Drizzle in the afternoon.,rain,1315999858,1316045044,0.58,0.0012,0.0104,1316026800.0,0.71,rain,58.99,1316016000,44.49,1316088000,58.99,1316016000,41.27,1316088000,47.37,0.73,1018.53,3.17,9.93,1316059200,333,0.6,4,1316023200,7.375,51.66,1316059200,58.99,1316016000,51.66,1316059200,58.99,1316016000,2011-09-14,
1316062800,Partly cloudy throughout the day.,partly-cloudy-day,1316086319,1316131339,0.61,0.0,0.0,,0.0,,58.5,1316120400,47.16,1316160000,58.5,1316120400,47.16,1316160000,36.48,0.57,1026.65,5.19,15.57,1316102400,355,0.32,6,1316106000,9.998,44.49,1316088000,58.5,1316120400,41.27,1316088000,58.5,1316120400,2011-09-15,
1316149200,Overcast throughout the day.,cloudy,1316172780,1316217633,0.64,0.0,0.0,,0.0,,58.47,1316203200,52.07,1316260800,58.47,1316203200,52.07,1316260800,41.99,0.66,1027.71,1.31,3.92,1316192400,135,0.91,4,1316192400,9.997,47.16,1316160000,58.47,1316203200,47.16,1316160000,58.47,1316203200,2011-09-16,
1316235600,Partly cloudy throughout the day.,partly-cloudy-day,1316259241,1316303928,0.67,0.0,0.0,,0.0,,68.11,1316293200,56.61,1316350800,68.11,1316293200,56.61,1316350800,46.36,0.61,1025.32,3.86,12.2,1316286000,114,0.53,6,1316282400,9.958,52.07,1316260800,68.11,1316293200,52.07,1316260800,68.11,1316293200,2011-09-17,
1316322000,Light rain throughout the day.,rain,1316345703,1316390222,0.7,0.0106,0.0625,1316379600.0,1.0,rain,62.35,1316390400,62.35,1316390400,62.55,1316390400,62.55,1316390400,54.03,0.81,1020.56,4.23,12.21,1316401200,146,0.92,4,1316368800,7.741,56.61,1316350800,64.74,1316404800,56.61,1316350800,65.31,1316404800,2011-09-18,
1316408400,Light rain in the morning.,rain,1316432164,1316476516,0.73,0.0098,0.0871,1316422800.0,0.89,rain,67.26,1316469600,53.14,1316516400,67.26,1316469600,53.14,1316516400,60.13,0.87,1014.06,3.4,11.55,1316408400,268,0.75,4,1316455200,7.633,58.03,1316491200,67.26,1316469600,58.03,1316491200,67.26,1316469600,2011-09-19,
1316494800,Foggy in the morning.,partly-cloudy-day,1316518626,1316562810,0.77,0.0,0.0,,0.0,,74.64,1316552400,60.87,1316606400,74.64,1316552400,60.87,1316606400,54.19,0.75,1016.41,3.01,9.71,1316541600,176,0.49,5,1316541600,7.66,53.14,1316516400,74.64,1316552400,53.14,1316516400,74.64,1316552400,2011-09-20,
1316581200,Partly cloudy throughout the day.,partly-cloudy-day,1316605087,1316649104,0.8,0.0,0.0,,0.0,,71.67,1316635200,53.42,1316692800,71.67,1316635200,53.42,1316692800,51.51,0.63,1013.92,5.03,18.16,1316631600,238,0.42,6,1316628000,9.919,59.13,1316664000,71.67,1316635200,59.13,1316664000,71.67,1316635200,2011-09-21,
1316667600,Mostly cloudy throughout the day.,partly-cloudy-day,1316691549,1316735399,0.83,0.0,0.0,,0.0,,63.14,1316728800,48.83,1316772000,63.14,1316728800,48.83,1316772000,48.07,0.7,1018.59,2.94,11.45,1316710800,251,0.68,4,1316710800,9.997,53.42,1316692800,63.14,1316728800,53.42,1316692800,63.14,1316728800,2011-09-22,
1316754000,Mostly cloudy throughout the day.,partly-cloudy-day,1316778011,1316821693,0.87,0.0,0.0,,0.0,,60.45,1316808000,51.99,1316865600,60.45,1316808000,51.99,1316865600,46.19,0.73,1018.17,3.07,9.36,1316804400,3,0.63,4,1316800800,9.998,48.83,1316772000,60.45,1316808000,48.83,1316772000,60.45,1316808000,2011-09-23,
1316840400,Mostly cloudy throughout the day.,partly-cloudy-day,1316864473,1316907987,0.91,0.0009,0.0108,1316887200.0,0.28,rain,61.35,1316898000,53.07,1316941200,61.35,1316898000,53.07,1316941200,49.04,0.78,1015.72,2.13,6.25,1316898000,39,0.84,4,1316887200,9.725,51.99,1316865600,61.35,1316898000,51.99,1316865600,61.35,1316898000,2011-09-24,
1316926800,"Rain until afternoon, starting again overnight.",rain,1316950935,1316994282,0.95,0.0006,0.0038,1316966400.0,0.41,rain,64.22,1316988000,54.25,1317042000,64.22,1316988000,54.25,1317042000,53.08,0.84,1012.28,2.32,8.82,1316984400,141,0.9,3,1316973600,8.89,53.07,1316941200,64.22,1316988000,53.07,1316941200,64.22,1316988000,2011-09-25,
1317013200,"Rain until morning, starting again in the evening.",rain,1317037397,1317080577,0.98,0.0383,0.2,1317031200.0,1.0,rain,61.24,1317070800,53.88,1317096000,61.24,1317070800,53.88,1317096000,51.99,0.84,1004.47,6.73,17.64,1317052800,193,0.96,4,1317060000,7.924,53.88,1317096000,61.24,1317070800,53.88,1317096000,61.24,1317070800,2011-09-26,
1317099600,Light rain throughout the day.,rain,1317123860,1317166872,0.02,0.0106,0.0389,1317124800.0,0.97,rain,59.98,1317153600,54.26,1317207600,59.98,1317153600,54.26,1317207600,53.79,0.9,1005.85,3.51,11.25,1317110400,101,0.96,3,1317146400,8.023,54.41,1317099600,59.98,1317153600,54.41,1317099600,59.98,1317153600,2011-09-27,
